snake_type,id,label
venemous,71e572d33f,thamnophis-radix
nonvenemous,332e5c6785,storeria-dekayi
nonvenemous,6003bbcbf9,storeria-dekayi
nonvenemous,5c17e68b40,lampropeltis-californiae
nonvenemous,bad9a60677,thamnophis-sirtalis
nonvenemous,209b809200,thamnophis-sirtalis
nonvenemous,f2b9362dd4,pituophis-catenifer
nonvenemous,8de60975b5,thamnophis-sirtalis
nonvenemous,8add8bfac9,thamnophis-sirtalis
nonvenemous,0d5c403d38,thamnophis-sirtalis
nonvenemous,d483f5a5ce,opheodrys-aestivus
nonvenemous,7836689238,pituophis-catenifer
nonvenemous,724a385d2e,thamnophis-sirtalis
venemous,64e02bed8b,agkistrodon-contortrix
venemous,3133cffd8c,thamnophis-radix
nonvenemous,ebd7ad9677,nerodia-sipedon
nonvenemous,fe50e904ff,pituophis-catenifer
nonvenemous,7f4df9bad8,lampropeltis-triangulum
nonvenemous,b083b3bdfc,pituophis-catenifer
nonvenemous,5ac813acff,thamnophis-sirtalis
nonvenemous,35084d1574,thamnophis-sirtalis
nonvenemous,9bbb1238dd,storeria-dekayi
venemous,54da60ecca,agkistrodon-contortrix
venemous,8139d8a08f,crotalus-atrox
nonvenemous,cf4b998e06,thamnophis-sirtalis
nonvenemous,50ff72a201,thamnophis-sirtalis
nonvenemous,a0969f71a4,storeria-occipitomaculata
nonvenemous,64b71700c0,storeria-dekayi
nonvenemous,420c648f8f,thamnophis-sirtalis
nonvenemous,b48998dacd,lampropeltis-californiae
nonvenemous,d6ce6db8ac,pantherophis-alleghaniensis
nonvenemous,f359a3a1cb,thamnophis-sirtalis
venemous,3e27aded25,crotalus-atrox
nonvenemous,9baf0c175d,thamnophis-sirtalis
nonvenemous,60cd847169,pituophis-catenifer
nonvenemous,8cc2b43e73,lampropeltis-triangulum
nonvenemous,e635e0301a,storeria-dekayi
nonvenemous,53ad81ecbf,storeria-occipitomaculata
nonvenemous,bd77bff983,diadophis-punctatus
nonvenemous,e4b948cde5,storeria-dekayi
nonvenemous,7a85d0a38f,thamnophis-sirtalis
nonvenemous,6e104122dd,opheodrys-aestivus
venemous,0bd440f886,crotalus-scutulatus
nonvenemous,cfe48a6766,thamnophis-sirtalis
venemous,dea4ad3c5c,crotalus-atrox
nonvenemous,a70db3f4e2,pituophis-catenifer
venemous,73801d11da,crotalus-atrox
nonvenemous,91b9c66b6c,pantherophis-obsoletus
nonvenemous,7fa218f587,pantherophis-alleghaniensis
nonvenemous,89aac8751e,storeria-dekayi
nonvenemous,ccd99e20ab,lampropeltis-triangulum
nonvenemous,3d4e749f5c,thamnophis-sirtalis
nonvenemous,d981710b5c,thamnophis-sirtalis
nonvenemous,52eec0f3fb,lampropeltis-triangulum
venemous,7b01622a45,agkistrodon-piscivorus
nonvenemous,d8f3e2543c,pituophis-catenifer
nonvenemous,3da58beca1,storeria-dekayi
nonvenemous,27cc745b4e,lampropeltis-triangulum
nonvenemous,19e640cfea,thamnophis-sirtalis
nonvenemous,e97ad14aa0,thamnophis-sirtalis
nonvenemous,fee6ac0981,thamnophis-sirtalis
nonvenemous,7688910bf6,pituophis-catenifer
nonvenemous,e207f9f8e1,pantherophis-guttatus
venemous,38cfa09840,crotalus-atrox
nonvenemous,e8c28b1fa8,thamnophis-sirtalis
nonvenemous,14b9eb3c99,pantherophis-obsoletus
nonvenemous,90b9422778,pituophis-catenifer
nonvenemous,55c6c72734,pituophis-catenifer
nonvenemous,1b74b10f63,pantherophis-obsoletus
nonvenemous,dbe94ca39f,lampropeltis-triangulum
nonvenemous,2467f2a466,pantherophis-obsoletus
nonvenemous,87c3cc64a9,storeria-dekayi
nonvenemous,f4f5dd040b,pituophis-catenifer
nonvenemous,f32d83944c,pantherophis-vulpinus
nonvenemous,de0c5e9a87,pantherophis-alleghaniensis
nonvenemous,aff4a2c922,thamnophis-sirtalis
nonvenemous,f96291b278,pantherophis-guttatus
nonvenemous,c64eb91ae4,storeria-dekayi
nonvenemous,2ae2c1199a,pantherophis-obsoletus
nonvenemous,c032ab6ee3,pituophis-catenifer
nonvenemous,33e62ea503,pantherophis-guttatus
nonvenemous,4d5e7f22ae,thamnophis-sirtalis
venemous,daa2966222,crotalus-atrox
nonvenemous,a5234ec3be,opheodrys-aestivus
nonvenemous,80eead3616,thamnophis-sirtalis
nonvenemous,ade437840f,thamnophis-sirtalis
venemous,2db8ff4d4f,agkistrodon-contortrix
nonvenemous,b3b1353fab,lampropeltis-triangulum
nonvenemous,c449df8761,diadophis-punctatus
nonvenemous,59979fbad2,nerodia-erythrogaster
nonvenemous,f4698088c6,lampropeltis-californiae
nonvenemous,532b83a570,lampropeltis-triangulum
nonvenemous,0e287bd3a4,diadophis-punctatus
nonvenemous,62a0846a7f,thamnophis-sirtalis
nonvenemous,3fc4c2a5e1,thamnophis-sirtalis
nonvenemous,4d2299d5dc,lampropeltis-triangulum
nonvenemous,416b4750da,pantherophis-spiloides
nonvenemous,dfee6504e3,thamnophis-sirtalis
nonvenemous,bba431d5d4,thamnophis-sirtalis
nonvenemous,d50e9b77ce,thamnophis-sirtalis
nonvenemous,423c84462d,pantherophis-obsoletus
nonvenemous,d8854a4d6f,pantherophis-guttatus
nonvenemous,06bfe160bc,pantherophis-obsoletus
nonvenemous,b53265ae30,thamnophis-sirtalis
nonvenemous,4f7b14d1e9,pantherophis-obsoletus
nonvenemous,b0e5cdcf65,storeria-dekayi
nonvenemous,3d90e98161,pantherophis-vulpinus
venemous,385387e75a,crotalus-atrox
nonvenemous,a016fbf111,thamnophis-sirtalis
nonvenemous,79d92b5155,lampropeltis-triangulum
nonvenemous,e8556cf2b3,thamnophis-sirtalis
nonvenemous,b68aec61a9,storeria-dekayi
nonvenemous,6245275771,thamnophis-sirtalis
nonvenemous,9af6f4bbb1,pantherophis-obsoletus
nonvenemous,e2839b926b,thamnophis-sirtalis
venemous,8d2f2c54a1,crotalus-atrox
nonvenemous,1e8f52cf8e,pituophis-catenifer
nonvenemous,c2bfddaefb,storeria-dekayi
nonvenemous,fcac77e8e3,thamnophis-sirtalis
nonvenemous,a6eefff8e9,thamnophis-sirtalis
nonvenemous,48be242050,opheodrys-aestivus
venemous,e849f57aaa,crotalus-scutulatus
nonvenemous,75053513e4,thamnophis-sirtalis
nonvenemous,0b6092dd9f,pantherophis-obsoletus
venemous,f10dbb60ad,crotalus-atrox
nonvenemous,6fd275d6f8,pantherophis-obsoletus
nonvenemous,7b110332b2,pantherophis-obsoletus
nonvenemous,02b5ce8a0d,thamnophis-sirtalis
venemous,e286457476,crotalus-atrox
nonvenemous,2fd9e2eee6,thamnophis-sirtalis
venemous,b79eb2b0fb,crotalus-atrox
nonvenemous,f5315a5875,pituophis-catenifer
venemous,db4493bb17,agkistrodon-piscivorus
nonvenemous,4ebadc4b4b,storeria-dekayi
nonvenemous,c98bc697c6,storeria-dekayi
nonvenemous,e3c6ba694a,thamnophis-sirtalis
nonvenemous,783481beb0,storeria-dekayi
nonvenemous,f29333e380,pituophis-catenifer
nonvenemous,c3fb1dacc1,thamnophis-sirtalis
nonvenemous,5b15bac5c2,lampropeltis-californiae
nonvenemous,cd0721eb2a,thamnophis-sirtalis
nonvenemous,1e2ae139b7,thamnophis-sirtalis
nonvenemous,79553e62b3,opheodrys-aestivus
nonvenemous,cdbedb45cd,thamnophis-sirtalis
nonvenemous,ee52483077,lampropeltis-triangulum
nonvenemous,1fac89750a,thamnophis-sirtalis
nonvenemous,86a2ca0b18,lampropeltis-californiae
nonvenemous,d3a5b62b1f,lampropeltis-californiae
nonvenemous,5276b71b91,thamnophis-sirtalis
nonvenemous,eff565b0e9,thamnophis-sirtalis
nonvenemous,a0853d1197,thamnophis-sirtalis
venemous,38782ebfe4,crotalus-viridis
venemous,a16e3dec1e,crotalus-atrox
nonvenemous,223cc7e8a6,pantherophis-obsoletus
nonvenemous,fed1568a6c,lampropeltis-triangulum
nonvenemous,f2f891850d,storeria-dekayi
nonvenemous,22580dc310,diadophis-punctatus
nonvenemous,4b2040859d,storeria-dekayi
nonvenemous,c40f2cf547,lampropeltis-californiae
nonvenemous,8a1f773d30,thamnophis-sirtalis
nonvenemous,26e77de0d3,thamnophis-sirtalis
nonvenemous,3898d993ce,diadophis-punctatus
nonvenemous,4c48326692,pantherophis-obsoletus
nonvenemous,639ea18f23,storeria-dekayi
venemous,6447cbdb15,agkistrodon-piscivorus
nonvenemous,2fab3b74e1,storeria-dekayi
nonvenemous,70d03492db,thamnophis-sirtalis
nonvenemous,df50ba8c91,lampropeltis-triangulum
nonvenemous,e68457fe19,storeria-dekayi
nonvenemous,b4ad055b21,lampropeltis-californiae
venemous,f10e985810,thamnophis-radix
nonvenemous,ee41d19ab2,thamnophis-sirtalis
nonvenemous,5af19d853b,pantherophis-obsoletus
nonvenemous,e3e76a3d9c,masticophis-flagellum
nonvenemous,59bcc84d9c,storeria-dekayi
venemous,49cd434b18,crotalus-atrox
nonvenemous,ce31772330,thamnophis-sirtalis
nonvenemous,08e0a784b9,opheodrys-aestivus
venemous,b38fb09f8b,crotalus-atrox
nonvenemous,1025e29ab7,pituophis-catenifer
nonvenemous,98e71c5873,opheodrys-aestivus
nonvenemous,ec7956ab61,lampropeltis-triangulum
venemous,8221410682,crotalus-atrox
venemous,51ee9e04f0,agkistrodon-contortrix
nonvenemous,96d75bfe8f,thamnophis-sirtalis
nonvenemous,8601628d1f,thamnophis-sirtalis
nonvenemous,3dfa5ad947,thamnophis-sirtalis
nonvenemous,affc413c04,thamnophis-sirtalis
nonvenemous,8d0378446f,pantherophis-guttatus
venemous,d4575182a3,crotalus-atrox
nonvenemous,64b48406af,rhinocheilus-lecontei
venemous,371a621202,crotalus-scutulatus
nonvenemous,aef6cdef7f,thamnophis-sirtalis
venemous,5767b7291d,thamnophis-radix
venemous,bce7024134,crotalus-atrox
nonvenemous,1e8ba66e6d,pantherophis-obsoletus
nonvenemous,1cca4dde7e,thamnophis-sirtalis
nonvenemous,0497ecfd64,thamnophis-sirtalis
nonvenemous,80cd47b8be,masticophis-flagellum
nonvenemous,48470bf29b,storeria-dekayi
nonvenemous,21c06dfcf8,coluber-constrictor
venemous,a0bce2082d,agkistrodon-contortrix
nonvenemous,a14372c89f,storeria-dekayi
nonvenemous,1a7e4bd4c6,thamnophis-sirtalis
venemous,77b61563ed,agkistrodon-piscivorus
venemous,bbbcedc4c0,crotalus-atrox
venemous,baba9a2a38,crotalus-ruber
nonvenemous,6fd6c6ccf6,storeria-dekayi
nonvenemous,1cef56fb1e,lampropeltis-californiae
venemous,5f6f35c987,crotalus-atrox
nonvenemous,d1eb8d51ae,thamnophis-sirtalis
venemous,4617ca078b,crotalus-atrox
nonvenemous,77b4a4a25c,thamnophis-sirtalis
nonvenemous,c2955c5d83,thamnophis-sirtalis
nonvenemous,67d5a9efbe,lampropeltis-triangulum
nonvenemous,0fe9a54c20,pituophis-catenifer
nonvenemous,5b30be5fe9,pituophis-catenifer
nonvenemous,6469909eb8,pituophis-catenifer
nonvenemous,b81a1b1d90,thamnophis-sirtalis
venemous,e2363c1554,crotalus-atrox
nonvenemous,0cff3cb843,thamnophis-sirtalis
nonvenemous,1b340371e5,thamnophis-sirtalis
nonvenemous,00e8ba3531,storeria-dekayi
venemous,dee1e6d310,crotalus-ruber
nonvenemous,e264f04ce9,lampropeltis-triangulum
nonvenemous,ddd56ba0c0,rhinocheilus-lecontei
nonvenemous,c1cbf83f28,storeria-dekayi
venemous,13275759e4,crotalus-atrox
nonvenemous,d37b0ef11f,pituophis-catenifer
nonvenemous,898d62255d,pituophis-catenifer
venemous,f9bbc7153a,agkistrodon-contortrix
nonvenemous,f8ac5953cb,lampropeltis-californiae
nonvenemous,ad9921a2aa,pantherophis-obsoletus
nonvenemous,a5f85aab22,opheodrys-aestivus
venemous,c6234d79bb,crotalus-atrox
nonvenemous,771f6f3fe6,thamnophis-sirtalis
nonvenemous,688b29b043,pituophis-catenifer
nonvenemous,19ccba64b3,pituophis-catenifer
nonvenemous,72115baab1,thamnophis-sirtalis
venemous,6becc6093d,crotalus-atrox
nonvenemous,7855bae864,opheodrys-aestivus
nonvenemous,d50acbddb2,thamnophis-sirtalis
nonvenemous,83899a6b49,thamnophis-sirtalis
venemous,11e97175b8,crotalus-horridus
venemous,5980c7a6f7,crotalus-horridus
venemous,2d61b82de7,agkistrodon-piscivorus
nonvenemous,1f90c834c5,pituophis-catenifer
nonvenemous,e0474c1be9,rhinocheilus-lecontei
venemous,96dbc2f29b,crotalus-horridus
nonvenemous,d1b7d9ba22,thamnophis-sirtalis
nonvenemous,fd2f1d3113,lampropeltis-californiae
nonvenemous,928460dde9,pituophis-catenifer
nonvenemous,d63c0e9fdc,lampropeltis-californiae
nonvenemous,78ed1037b8,rhinocheilus-lecontei
venemous,b3fe7d062c,agkistrodon-contortrix
nonvenemous,9315549d3a,storeria-dekayi
venemous,c3bd25298d,crotalus-atrox
venemous,8f92043d8f,agkistrodon-piscivorus
nonvenemous,9069355571,thamnophis-sirtalis
nonvenemous,a1e486d349,lampropeltis-californiae
venemous,bbaf558ecf,agkistrodon-contortrix
nonvenemous,516de4c918,thamnophis-sirtalis
venemous,3a8c8aa252,crotalus-atrox
nonvenemous,44aa210a3e,pituophis-catenifer
nonvenemous,64553a6913,pantherophis-guttatus
nonvenemous,e90ba4331c,pantherophis-spiloides
nonvenemous,11649cec48,lampropeltis-triangulum
nonvenemous,c3444151d5,thamnophis-sirtalis
nonvenemous,37ee5eb735,thamnophis-sirtalis
venemous,3f36710eb6,crotalus-atrox
venemous,624b2cc236,crotalus-atrox
nonvenemous,0c9a05356b,storeria-dekayi
nonvenemous,aa4b3d2785,nerodia-sipedon
venemous,8a43339a29,agkistrodon-contortrix
nonvenemous,a11bf6e766,rhinocheilus-lecontei
nonvenemous,3d1b0e14ff,opheodrys-aestivus
nonvenemous,a698472a57,nerodia-erythrogaster
nonvenemous,3e733e66de,nerodia-sipedon
nonvenemous,7a374981e5,nerodia-sipedon
nonvenemous,45bd4f73b1,pituophis-catenifer
nonvenemous,e17bb727be,rhinocheilus-lecontei
venemous,c79bcf2098,agkistrodon-contortrix
nonvenemous,1f6403d491,thamnophis-sirtalis
nonvenemous,93ad7fe563,opheodrys-aestivus
nonvenemous,47e8f1b843,thamnophis-sirtalis
nonvenemous,c5c1619dee,thamnophis-sirtalis
nonvenemous,ee52b1c3e4,rhinocheilus-lecontei
nonvenemous,bdfce30128,lampropeltis-californiae
nonvenemous,bcfa129e05,thamnophis-sirtalis
nonvenemous,c3007e0e16,storeria-dekayi
nonvenemous,e3e8505f6f,lampropeltis-triangulum
nonvenemous,60c5ab7fe1,lampropeltis-triangulum
venemous,af58bb743b,crotalus-atrox
nonvenemous,eab49156d7,pantherophis-obsoletus
nonvenemous,847a278c9a,pituophis-catenifer
venemous,22b4344fa1,crotalus-atrox
nonvenemous,0297424cbd,thamnophis-sirtalis
nonvenemous,e9aac999b1,thamnophis-sirtalis
nonvenemous,45df9e533a,thamnophis-sirtalis
nonvenemous,ac57aad226,pituophis-catenifer
venemous,79b4ba46ed,crotalus-atrox
nonvenemous,890c0055e6,storeria-dekayi
nonvenemous,b83e0a56e3,thamnophis-sirtalis
nonvenemous,ca0e73a30b,thamnophis-sirtalis
nonvenemous,5feb234354,rhinocheilus-lecontei
nonvenemous,7f8f6794e6,storeria-dekayi
nonvenemous,a4c523e2b2,pantherophis-obsoletus
nonvenemous,817e074b35,rhinocheilus-lecontei
nonvenemous,7019567057,thamnophis-sirtalis
venemous,6fecaaf9f8,crotalus-atrox
nonvenemous,1bac862621,lampropeltis-triangulum
nonvenemous,ad72ea0194,thamnophis-sirtalis
nonvenemous,58cd93d84d,storeria-dekayi
nonvenemous,797bf37edf,thamnophis-sirtalis
nonvenemous,6c1f740183,lampropeltis-triangulum
nonvenemous,22ee9b9874,lampropeltis-californiae
nonvenemous,586ba03c24,pituophis-catenifer
nonvenemous,fec707022c,diadophis-punctatus
nonvenemous,eab43ca7a3,thamnophis-sirtalis
nonvenemous,311d69ffb9,thamnophis-sirtalis
venemous,a45609e2f1,crotalus-atrox
venemous,2b9e221d99,crotalus-ruber
nonvenemous,f8b43d780b,lampropeltis-californiae
nonvenemous,b982fadd00,storeria-dekayi
nonvenemous,59cff921b2,pituophis-catenifer
nonvenemous,3f304c3d86,pantherophis-guttatus
nonvenemous,d6f1eb568f,lampropeltis-triangulum
nonvenemous,0f1924cf80,pantherophis-obsoletus
venemous,f5b2a347ff,crotalus-atrox
nonvenemous,dd818fb360,lampropeltis-californiae
nonvenemous,e8fe7df5ad,lampropeltis-triangulum
nonvenemous,cf79767545,thamnophis-sirtalis
nonvenemous,6f4a0cf636,thamnophis-sirtalis
venemous,7cb6fcbad3,agkistrodon-contortrix
nonvenemous,9a07607611,storeria-dekayi
venemous,3f63e4612d,crotalus-atrox
nonvenemous,e5e4aeeaf7,lampropeltis-triangulum
nonvenemous,a3c79fb490,thamnophis-sirtalis
venemous,16fbebdc1f,crotalus-atrox
nonvenemous,274e3979b2,lampropeltis-triangulum
nonvenemous,99e9171fcb,storeria-dekayi
nonvenemous,0f0969f7d7,thamnophis-sirtalis
nonvenemous,da7acc2a0f,storeria-dekayi
nonvenemous,c685ea9df1,lampropeltis-triangulum
nonvenemous,6fa95b4e8d,nerodia-sipedon
nonvenemous,8ce3cee642,pantherophis-obsoletus
nonvenemous,86915f6c43,storeria-dekayi
nonvenemous,282ce15a59,thamnophis-sirtalis
nonvenemous,21b66186b7,lampropeltis-triangulum
venemous,7f9dafc904,agkistrodon-contortrix
venemous,cfcbf6740c,crotalus-atrox
nonvenemous,7391e1f35e,pantherophis-obsoletus
nonvenemous,ac42c482a2,thamnophis-sirtalis
nonvenemous,d400216179,thamnophis-sirtalis
nonvenemous,18a1ebef0e,coluber-constrictor
nonvenemous,32fee7fe2c,pantherophis-guttatus
nonvenemous,bac648289c,pituophis-catenifer
nonvenemous,6a6723f2d9,thamnophis-sirtalis
venemous,e81112e8d1,crotalus-atrox
nonvenemous,481f91feb4,coluber-constrictor
nonvenemous,d5636c22bd,lampropeltis-triangulum
nonvenemous,25bc9f384d,storeria-dekayi
nonvenemous,eaa7edf8dc,thamnophis-sirtalis
nonvenemous,fdb05268b8,lampropeltis-californiae
nonvenemous,e7cf15f7c1,thamnophis-sirtalis
nonvenemous,3619f16494,rhinocheilus-lecontei
nonvenemous,7a27082f24,thamnophis-sirtalis
nonvenemous,8d98278446,lampropeltis-californiae
venemous,b9d53ffd45,crotalus-atrox
nonvenemous,5d6b176f01,pituophis-catenifer
nonvenemous,e97ba49b46,thamnophis-sirtalis
nonvenemous,1e04c22e2f,thamnophis-sirtalis
nonvenemous,790aa417c2,thamnophis-sirtalis
nonvenemous,b58213e015,pituophis-catenifer
nonvenemous,042c0fc943,thamnophis-sirtalis
venemous,47f515dbdc,crotalus-atrox
nonvenemous,84298633ca,pituophis-catenifer
nonvenemous,e5a6f90969,pituophis-catenifer
venemous,93c3acd68a,crotalus-atrox
nonvenemous,7cd411e836,lampropeltis-californiae
nonvenemous,78398b7b6c,thamnophis-sirtalis
nonvenemous,59e07d0848,storeria-dekayi
venemous,75b98c6e29,crotalus-horridus
venemous,b681aee40c,agkistrodon-contortrix
nonvenemous,ac8fcab5ba,pituophis-catenifer
nonvenemous,c68656ee58,rhinocheilus-lecontei
venemous,a1ae1155b3,crotalus-atrox
venemous,c685e04441,crotalus-atrox
nonvenemous,b24743c49c,thamnophis-sirtalis
nonvenemous,798c090b10,storeria-dekayi
nonvenemous,ea135d3a89,storeria-dekayi
venemous,c06284e0af,crotalus-atrox
nonvenemous,fe4b15022b,storeria-dekayi
nonvenemous,fbb94e594c,pituophis-catenifer
nonvenemous,5f7a87f204,pituophis-catenifer
venemous,ed8e92ecf1,crotalus-atrox
venemous,9885c6266a,crotalus-atrox
nonvenemous,02a78ae220,pituophis-catenifer
nonvenemous,7b7117f0c1,thamnophis-sirtalis
venemous,70355e73f8,agkistrodon-piscivorus
venemous,2fc72ef3f4,crotalus-atrox
nonvenemous,5d3e048c96,pantherophis-obsoletus
venemous,25623b3ce6,agkistrodon-contortrix
venemous,083e3b50fd,thamnophis-marcianus
nonvenemous,0f6b88fcfc,thamnophis-sirtalis
venemous,91370ed279,crotalus-atrox
nonvenemous,7245fe93b9,thamnophis-sirtalis
nonvenemous,9cb7c4fd24,pantherophis-obsoletus
nonvenemous,7de50b5bdc,lampropeltis-californiae
nonvenemous,53a5a161de,storeria-dekayi
nonvenemous,59fe71d682,pantherophis-obsoletus
nonvenemous,a8d2967840,diadophis-punctatus
venemous,3355a69bda,crotalus-atrox
nonvenemous,5dbde45405,opheodrys-aestivus
nonvenemous,47e66422c8,thamnophis-sirtalis
nonvenemous,adaa93af64,thamnophis-sirtalis
nonvenemous,4fadd04098,rhinocheilus-lecontei
nonvenemous,1be8871524,pituophis-catenifer
nonvenemous,ab0cd50587,thamnophis-proximus
nonvenemous,9b755092e4,pantherophis-obsoletus
nonvenemous,1e998306c0,nerodia-sipedon
nonvenemous,07f075d594,nerodia-sipedon
nonvenemous,3d35b26c1a,thamnophis-sirtalis
nonvenemous,071901eca8,lampropeltis-triangulum
nonvenemous,022d71aae9,lampropeltis-californiae
venemous,4e8049b6d0,crotalus-atrox
nonvenemous,f354b8dfe7,pituophis-catenifer
nonvenemous,f3a74d6ee0,pantherophis-obsoletus
nonvenemous,2289e09d6a,lampropeltis-californiae
nonvenemous,70483cb8ea,thamnophis-sirtalis
venemous,4d53b5cb4d,crotalus-atrox
nonvenemous,e50bb5978a,diadophis-punctatus
nonvenemous,48e9e8aff8,pituophis-catenifer
nonvenemous,213acb4781,storeria-dekayi
nonvenemous,e93cd41190,thamnophis-sirtalis
nonvenemous,7ca16d8c1b,storeria-dekayi
nonvenemous,b7fe892e44,pituophis-catenifer
venemous,374615f6fb,thamnophis-radix
nonvenemous,5126df2646,pantherophis-obsoletus
nonvenemous,1104584d38,pituophis-catenifer
nonvenemous,dff6304429,thamnophis-sirtalis
nonvenemous,0c2849a26e,storeria-dekayi
nonvenemous,9d4ce5b72f,pantherophis-obsoletus
nonvenemous,a141a881e2,thamnophis-sirtalis
nonvenemous,33346242e2,opheodrys-aestivus
nonvenemous,0d20d1c1a2,pantherophis-obsoletus
nonvenemous,731a90d84c,thamnophis-sirtalis
nonvenemous,5e4c1c7cc2,lampropeltis-triangulum
nonvenemous,9db0bdd59d,opheodrys-aestivus
venemous,253843f209,thamnophis-radix
nonvenemous,e60709d049,thamnophis-sirtalis
nonvenemous,054a536789,pantherophis-obsoletus
nonvenemous,bf1a3b7b79,thamnophis-sirtalis
venemous,d0612f3e8a,agkistrodon-contortrix
nonvenemous,eebe64532a,diadophis-punctatus
nonvenemous,79594b42ef,storeria-dekayi
nonvenemous,bed81704c1,pantherophis-obsoletus
nonvenemous,cbe0b8c85d,thamnophis-sirtalis
nonvenemous,5ae808f8fd,pituophis-catenifer
venemous,5d448c05e1,crotalus-horridus
nonvenemous,4d051b9208,masticophis-flagellum
nonvenemous,88c9cc598c,opheodrys-aestivus
nonvenemous,e81c30e876,storeria-dekayi
venemous,b9a8b67b16,crotalus-atrox
nonvenemous,9dabb5ee25,pantherophis-alleghaniensis
nonvenemous,7ca6b80658,thamnophis-sirtalis
venemous,f60d7f670e,crotalus-atrox
nonvenemous,55d9dd5142,lampropeltis-californiae
nonvenemous,882a08649b,rhinocheilus-lecontei
nonvenemous,12fda3c135,thamnophis-sirtalis
nonvenemous,8d13d818de,pantherophis-obsoletus
nonvenemous,deb68826e6,storeria-dekayi
